case_id,note_id,vendor,model
26,3371,OpenAI,gpt-4o
26,3372,OpenAI,gpt-4o
26,3377,OpenAI,gpt-4o
26,3379,OpenAI,gpt-4o
26,3386,OpenAI,gpt-4o
26,3375,OpenAI,gpt-4o
26,3380,OpenAI,gpt-4o
26,3381,OpenAI,gpt-4o
26,3383,OpenAI,gpt-4o
26,3384,OpenAI,gpt-4o
26,3376,OpenAI,gpt-4o
26,4530,OpenAI,gpt-4o
26,4531,OpenAI,gpt-4o
26,4532,OpenAI,gpt-4o
26,4533,OpenAI,gpt-4o
26,3388,OpenAI,gpt-4o
26,4528,OpenAI,gpt-4o
26,4529,OpenAI,gpt-4o
26,4534,OpenAI,gpt-4o
26,4535,OpenAI,gpt-4o
29,3374,OpenAI,gpt-4o
29,3378,OpenAI,gpt-4o
29,3396,OpenAI,gpt-4o
29,3438,OpenAI,gpt-4o
29,4550,OpenAI,gpt-4o
29,3373,OpenAI,gpt-4o
29,3385,OpenAI,gpt-4o
29,3414,OpenAI,gpt-4o
29,3449,OpenAI,gpt-4o
29,4544,OpenAI,gpt-4o
29,3389,OpenAI,gpt-4o
29,3391,OpenAI,gpt-4o
29,4545,OpenAI,gpt-4o
29,4547,OpenAI,gpt-4o
29,4548,OpenAI,gpt-4o
29,3382,OpenAI,gpt-4o
29,3392,OpenAI,gpt-4o
29,3394,OpenAI,gpt-4o
29,4549,OpenAI,gpt-4o
29,4551,OpenAI,gpt-4o
30,3443,OpenAI,gpt-4o
30,3445,OpenAI,gpt-4o
30,3472,OpenAI,gpt-4o
30,3476,OpenAI,gpt-4o
30,3479,OpenAI,gpt-4o
30,3454,OpenAI,gpt-4o
30,3463,OpenAI,gpt-4o
30,3465,OpenAI,gpt-4o
30,3466,OpenAI,gpt-4o
30,3470,OpenAI,gpt-4o
30,3395,OpenAI,gpt-4o
30,3397,OpenAI,gpt-4o
30,3399,OpenAI,gpt-4o
30,3402,OpenAI,gpt-4o
30,3412,OpenAI,gpt-4o
30,3398,OpenAI,gpt-4o
30,3400,OpenAI,gpt-4o
30,3403,OpenAI,gpt-4o
30,3415,OpenAI,gpt-4o
30,4546,OpenAI,gpt-4o
31,3495,OpenAI,gpt-4o
31,3508,OpenAI,gpt-4o
31,3528,OpenAI,gpt-4o
31,3544,OpenAI,gpt-4o
31,3545,OpenAI,gpt-4o
31,3473,OpenAI,gpt-4o
31,3506,OpenAI,gpt-4o
31,3525,OpenAI,gpt-4o
31,3540,OpenAI,gpt-4o
31,3553,OpenAI,gpt-4o
31,3433,OpenAI,gpt-4o
31,3435,OpenAI,gpt-4o
31,3439,OpenAI,gpt-4o
31,3440,OpenAI,gpt-4o
31,3442,OpenAI,gpt-4o
31,3427,OpenAI,gpt-4o
31,3428,OpenAI,gpt-4o
31,3430,OpenAI,gpt-4o
31,3437,OpenAI,gpt-4o
31,3447,OpenAI,gpt-4o
32,3572,OpenAI,gpt-4o
32,3594,OpenAI,gpt-4o
32,3596,OpenAI,gpt-4o
32,3601,OpenAI,gpt-4o
32,3628,OpenAI,gpt-4o
32,3555,OpenAI,gpt-4o
32,3556,OpenAI,gpt-4o
32,3558,OpenAI,gpt-4o
32,3570,OpenAI,gpt-4o
32,3592,OpenAI,gpt-4o
32,3446,OpenAI,gpt-4o
32,3452,OpenAI,gpt-4o
32,3455,OpenAI,gpt-4o
32,3490,OpenAI,gpt-4o
32,3497,OpenAI,gpt-4o
32,3450,OpenAI,gpt-4o
32,3460,OpenAI,gpt-4o
32,3461,OpenAI,gpt-4o
32,3482,OpenAI,gpt-4o
32,3491,OpenAI,gpt-4o
37,3867,OpenAI,gpt-4o
37,3875,OpenAI,gpt-4o
37,3888,OpenAI,gpt-4o
37,4552,OpenAI,gpt-4o
37,4553,OpenAI,gpt-4o
37,3865,OpenAI,gpt-4o
37,3866,OpenAI,gpt-4o
37,3869,OpenAI,gpt-4o
37,3884,OpenAI,gpt-4o
37,4554,OpenAI,gpt-4o
37,3874,OpenAI,gpt-4o
37,3877,OpenAI,gpt-4o
37,3878,OpenAI,gpt-4o
37,4555,OpenAI,gpt-4o
37,4556,OpenAI,gpt-4o
37,3876,OpenAI,gpt-4o
37,3880,OpenAI,gpt-4o
37,3886,OpenAI,gpt-4o
37,3887,OpenAI,gpt-4o
37,3889,OpenAI,gpt-4o
38,3868,OpenAI,gpt-4o
38,3873,OpenAI,gpt-4o
38,3883,OpenAI,gpt-4o
38,3891,OpenAI,gpt-4o
38,3892,OpenAI,gpt-4o
38,3870,OpenAI,gpt-4o
38,3879,OpenAI,gpt-4o
38,3890,OpenAI,gpt-4o
38,3894,OpenAI,gpt-4o
38,4557,OpenAI,gpt-4o
38,3872,OpenAI,gpt-4o
38,3882,OpenAI,gpt-4o
38,3895,OpenAI,gpt-4o
38,3896,OpenAI,gpt-4o
38,4558,OpenAI,gpt-4o
38,3871,OpenAI,gpt-4o
38,3881,OpenAI,gpt-4o
38,3885,OpenAI,gpt-4o
38,3899,OpenAI,gpt-4o
38,3900,OpenAI,gpt-4o
39,3932,OpenAI,gpt-4o
39,3933,OpenAI,gpt-4o
39,3935,OpenAI,gpt-4o
39,3937,OpenAI,gpt-4o
39,3938,OpenAI,gpt-4o
39,3911,OpenAI,gpt-4o
39,3912,OpenAI,gpt-4o
39,3914,OpenAI,gpt-4o
39,3916,OpenAI,gpt-4o
39,3919,OpenAI,gpt-4o
39,3893,OpenAI,gpt-4o
39,3907,OpenAI,gpt-4o
39,3909,OpenAI,gpt-4o
39,3910,OpenAI,gpt-4o
39,3913,OpenAI,gpt-4o
39,3901,OpenAI,gpt-4o
39,3902,OpenAI,gpt-4o
39,3903,OpenAI,gpt-4o
39,3904,OpenAI,gpt-4o
39,3905,OpenAI,gpt-4o
40,3940,OpenAI,gpt-4o
40,3945,OpenAI,gpt-4o
40,3950,OpenAI,gpt-4o
40,3967,OpenAI,gpt-4o
40,3969,OpenAI,gpt-4o
40,3920,OpenAI,gpt-4o
40,3922,OpenAI,gpt-4o
40,3925,OpenAI,gpt-4o
40,3951,OpenAI,gpt-4o
40,3956,OpenAI,gpt-4o
40,3915,OpenAI,gpt-4o
40,3917,OpenAI,gpt-4o
40,3918,OpenAI,gpt-4o
40,3921,OpenAI,gpt-4o
40,3930,OpenAI,gpt-4o
40,3906,OpenAI,gpt-4o
40,3923,OpenAI,gpt-4o
40,3924,OpenAI,gpt-4o
40,3926,OpenAI,gpt-4o
40,3927,OpenAI,gpt-4o
41,3971,OpenAI,gpt-4o
41,3972,OpenAI,gpt-4o
41,3976,OpenAI,gpt-4o
41,3978,OpenAI,gpt-4o
41,3981,OpenAI,gpt-4o
41,3957,OpenAI,gpt-4o
41,3959,OpenAI,gpt-4o
41,3960,OpenAI,gpt-4o
41,3961,OpenAI,gpt-4o
41,3962,OpenAI,gpt-4o
41,3936,OpenAI,gpt-4o
41,3939,OpenAI,gpt-4o
41,3941,OpenAI,gpt-4o
41,3942,OpenAI,gpt-4o
41,3943,OpenAI,gpt-4o
41,3928,OpenAI,gpt-4o
41,3929,OpenAI,gpt-4o
41,3931,OpenAI,gpt-4o
41,3946,OpenAI,gpt-4o
41,3949,OpenAI,gpt-4o
43,3985,OpenAI,gpt-4o
43,3990,OpenAI,gpt-4o
43,4000,OpenAI,gpt-4o
43,4042,OpenAI,gpt-4o
43,4046,OpenAI,gpt-4o
43,3963,OpenAI,gpt-4o
43,3975,OpenAI,gpt-4o
43,3982,OpenAI,gpt-4o
43,3993,OpenAI,gpt-4o
43,3994,OpenAI,gpt-4o
43,3947,OpenAI,gpt-4o
43,3948,OpenAI,gpt-4o
43,3952,OpenAI,gpt-4o
43,3974,OpenAI,gpt-4o
43,3977,OpenAI,gpt-4o
43,3953,OpenAI,gpt-4o
43,3958,OpenAI,gpt-4o
43,3964,OpenAI,gpt-4o
43,3965,OpenAI,gpt-4o
43,3966,OpenAI,gpt-4o
58,4054,OpenAI,gpt-4o
58,4119,OpenAI,gpt-4o
58,4124,OpenAI,gpt-4o
58,4129,OpenAI,gpt-4o
58,4163,OpenAI,gpt-4o
58,4001,OpenAI,gpt-4o
58,4048,OpenAI,gpt-4o
58,4059,OpenAI,gpt-4o
58,4070,OpenAI,gpt-4o
58,4090,OpenAI,gpt-4o
58,3979,OpenAI,gpt-4o
58,3980,OpenAI,gpt-4o
58,3984,OpenAI,gpt-4o
58,3997,OpenAI,gpt-4o
58,3998,OpenAI,gpt-4o
58,3968,OpenAI,gpt-4o
58,3973,OpenAI,gpt-4o
58,3988,OpenAI,gpt-4o
58,3989,OpenAI,gpt-4o
58,3991,OpenAI,gpt-4o
59,4167,OpenAI,gpt-4o
59,4168,OpenAI,gpt-4o
59,4169,OpenAI,gpt-4o
59,4189,OpenAI,gpt-4o
59,4190,OpenAI,gpt-4o
59,4095,OpenAI,gpt-4o
59,4113,OpenAI,gpt-4o
59,4118,OpenAI,gpt-4o
59,4120,OpenAI,gpt-4o
59,4126,OpenAI,gpt-4o
59,3999,OpenAI,gpt-4o
59,4043,OpenAI,gpt-4o
59,4044,OpenAI,gpt-4o
59,4047,OpenAI,gpt-4o
59,4049,OpenAI,gpt-4o
59,3992,OpenAI,gpt-4o
59,3996,OpenAI,gpt-4o
59,4002,OpenAI,gpt-4o
59,4035,OpenAI,gpt-4o
59,4036,OpenAI,gpt-4o
62,4199,OpenAI,gpt-4o
62,4200,OpenAI,gpt-4o
62,4203,OpenAI,gpt-4o
62,4206,OpenAI,gpt-4o
62,4215,OpenAI,gpt-4o
62,4130,OpenAI,gpt-4o
62,4137,OpenAI,gpt-4o
62,4141,OpenAI,gpt-4o
62,4148,OpenAI,gpt-4o
62,4149,OpenAI,gpt-4o
62,4051,OpenAI,gpt-4o
62,4052,OpenAI,gpt-4o
62,4064,OpenAI,gpt-4o
62,4073,OpenAI,gpt-4o
62,4085,OpenAI,gpt-4o
62,4037,OpenAI,gpt-4o
62,4038,OpenAI,gpt-4o
62,4039,OpenAI,gpt-4o
62,4041,OpenAI,gpt-4o
62,4045,OpenAI,gpt-4o
63,4219,OpenAI,gpt-4o
63,4225,OpenAI,gpt-4o
63,4227,OpenAI,gpt-4o
63,4229,OpenAI,gpt-4o
63,4230,OpenAI,gpt-4o
63,4151,OpenAI,gpt-4o
63,4154,OpenAI,gpt-4o
63,4156,OpenAI,gpt-4o
63,4157,OpenAI,gpt-4o
63,4166,OpenAI,gpt-4o
63,4087,OpenAI,gpt-4o
63,4088,OpenAI,gpt-4o
63,4091,OpenAI,gpt-4o
63,4108,OpenAI,gpt-4o
63,4110,OpenAI,gpt-4o
63,4050,OpenAI,gpt-4o
63,4057,OpenAI,gpt-4o
63,4058,OpenAI,gpt-4o
63,4060,OpenAI,gpt-4o
63,4061,OpenAI,gpt-4o
64,4008,OpenAI,gpt-4o
64,4018,OpenAI,gpt-4o
64,4022,OpenAI,gpt-4o
64,4028,OpenAI,gpt-4o
64,4031,OpenAI,gpt-4o
64,4013,OpenAI,gpt-4o
64,4017,OpenAI,gpt-4o
64,4023,OpenAI,gpt-4o
64,4026,OpenAI,gpt-4o
64,4027,OpenAI,gpt-4o
64,4003,OpenAI,gpt-4o
64,4004,OpenAI,gpt-4o
64,4009,OpenAI,gpt-4o
64,4012,OpenAI,gpt-4o
64,4020,OpenAI,gpt-4o
64,4011,OpenAI,gpt-4o
64,4019,OpenAI,gpt-4o
64,4021,OpenAI,gpt-4o
64,4032,OpenAI,gpt-4o
64,4559,OpenAI,gpt-4o
65,4010,OpenAI,gpt-4o
65,4014,OpenAI,gpt-4o
65,4015,OpenAI,gpt-4o
65,4071,OpenAI,gpt-4o
65,4074,OpenAI,gpt-4o
65,4007,OpenAI,gpt-4o
65,4025,OpenAI,gpt-4o
65,4029,OpenAI,gpt-4o
65,4075,OpenAI,gpt-4o
65,4080,OpenAI,gpt-4o
65,4005,OpenAI,gpt-4o
65,4006,OpenAI,gpt-4o
65,4024,OpenAI,gpt-4o
65,4055,OpenAI,gpt-4o
65,4067,OpenAI,gpt-4o
65,4016,OpenAI,gpt-4o
65,4030,OpenAI,gpt-4o
65,4033,OpenAI,gpt-4o
65,4034,OpenAI,gpt-4o
65,4053,OpenAI,gpt-4o
67,4096,OpenAI,gpt-4o
67,4097,OpenAI,gpt-4o
67,4102,OpenAI,gpt-4o
67,4104,OpenAI,gpt-4o
67,4105,OpenAI,gpt-4o
67,4081,OpenAI,gpt-4o
67,4083,OpenAI,gpt-4o
67,4084,OpenAI,gpt-4o
67,4086,OpenAI,gpt-4o
67,4089,OpenAI,gpt-4o
67,4072,OpenAI,gpt-4o
67,4076,OpenAI,gpt-4o
67,4077,OpenAI,gpt-4o
67,4078,OpenAI,gpt-4o
67,4079,OpenAI,gpt-4o
67,4056,OpenAI,gpt-4o
67,4062,OpenAI,gpt-4o
67,4063,OpenAI,gpt-4o
67,4065,OpenAI,gpt-4o
67,4066,OpenAI,gpt-4o
68,4116,OpenAI,gpt-4o
68,4127,OpenAI,gpt-4o
68,4131,OpenAI,gpt-4o
68,4132,OpenAI,gpt-4o
68,4133,OpenAI,gpt-4o
68,4094,OpenAI,gpt-4o
68,4121,OpenAI,gpt-4o
68,4122,OpenAI,gpt-4o
68,4123,OpenAI,gpt-4o
68,4128,OpenAI,gpt-4o
68,4093,OpenAI,gpt-4o
68,4107,OpenAI,gpt-4o
68,4109,OpenAI,gpt-4o
68,4111,OpenAI,gpt-4o
68,4112,OpenAI,gpt-4o
68,4068,OpenAI,gpt-4o
68,4069,OpenAI,gpt-4o
68,4092,OpenAI,gpt-4o
68,4098,OpenAI,gpt-4o
68,4099,OpenAI,gpt-4o
69,4134,OpenAI,gpt-4o
69,4135,OpenAI,gpt-4o
69,4136,OpenAI,gpt-4o
69,4175,OpenAI,gpt-4o
69,4176,OpenAI,gpt-4o
69,4138,OpenAI,gpt-4o
69,4139,OpenAI,gpt-4o
69,4140,OpenAI,gpt-4o
69,4165,OpenAI,gpt-4o
69,4177,OpenAI,gpt-4o
69,4114,OpenAI,gpt-4o
69,4115,OpenAI,gpt-4o
69,4117,OpenAI,gpt-4o
69,4152,OpenAI,gpt-4o
69,4153,OpenAI,gpt-4o
69,4100,OpenAI,gpt-4o
69,4101,OpenAI,gpt-4o
69,4106,OpenAI,gpt-4o
69,4125,OpenAI,gpt-4o
69,4142,OpenAI,gpt-4o
70,4181,OpenAI,gpt-4o
70,4196,OpenAI,gpt-4o
70,4201,OpenAI,gpt-4o
70,4204,OpenAI,gpt-4o
70,4209,OpenAI,gpt-4o
70,4178,OpenAI,gpt-4o
70,4180,OpenAI,gpt-4o
70,4183,OpenAI,gpt-4o
70,4184,OpenAI,gpt-4o
70,4186,OpenAI,gpt-4o
70,4155,OpenAI,gpt-4o
70,4158,OpenAI,gpt-4o
70,4160,OpenAI,gpt-4o
70,4161,OpenAI,gpt-4o
70,4162,OpenAI,gpt-4o
70,4143,OpenAI,gpt-4o
70,4144,OpenAI,gpt-4o
70,4145,OpenAI,gpt-4o
70,4146,OpenAI,gpt-4o
70,4147,OpenAI,gpt-4o
71,4210,OpenAI,gpt-4o
71,4211,OpenAI,gpt-4o
71,4222,OpenAI,gpt-4o
71,4223,OpenAI,gpt-4o
71,4240,OpenAI,gpt-4o
71,4188,OpenAI,gpt-4o
71,4212,OpenAI,gpt-4o
71,4214,OpenAI,gpt-4o
71,4217,OpenAI,gpt-4o
71,4218,OpenAI,gpt-4o
71,4179,OpenAI,gpt-4o
71,4182,OpenAI,gpt-4o
71,4187,OpenAI,gpt-4o
71,4191,OpenAI,gpt-4o
71,4194,OpenAI,gpt-4o
71,4150,OpenAI,gpt-4o
71,4159,OpenAI,gpt-4o
71,4164,OpenAI,gpt-4o
71,4170,OpenAI,gpt-4o
71,4171,OpenAI,gpt-4o
72,4243,OpenAI,gpt-4o
72,4245,OpenAI,gpt-4o
72,4248,OpenAI,gpt-4o
72,4254,OpenAI,gpt-4o
72,4258,OpenAI,gpt-4o
72,4232,OpenAI,gpt-4o
72,4234,OpenAI,gpt-4o
72,4236,OpenAI,gpt-4o
72,4239,OpenAI,gpt-4o
72,4249,OpenAI,gpt-4o
72,4195,OpenAI,gpt-4o
72,4197,OpenAI,gpt-4o
72,4202,OpenAI,gpt-4o
72,4220,OpenAI,gpt-4o
72,4221,OpenAI,gpt-4o
72,4172,OpenAI,gpt-4o
72,4173,OpenAI,gpt-4o
72,4174,OpenAI,gpt-4o
72,4185,OpenAI,gpt-4o
72,4192,OpenAI,gpt-4o
76,4259,OpenAI,gpt-4o
76,4260,OpenAI,gpt-4o
76,4261,OpenAI,gpt-4o
76,4263,OpenAI,gpt-4o
76,4264,OpenAI,gpt-4o
76,4250,OpenAI,gpt-4o
76,4251,OpenAI,gpt-4o
76,4252,OpenAI,gpt-4o
76,4253,OpenAI,gpt-4o
76,4255,OpenAI,gpt-4o
76,4224,OpenAI,gpt-4o
76,4226,OpenAI,gpt-4o
76,4231,OpenAI,gpt-4o
76,4233,OpenAI,gpt-4o
76,4235,OpenAI,gpt-4o
76,4193,OpenAI,gpt-4o
76,4198,OpenAI,gpt-4o
76,4205,OpenAI,gpt-4o
76,4207,OpenAI,gpt-4o
76,4208,OpenAI,gpt-4o
79,4265,OpenAI,gpt-4o
79,4267,OpenAI,gpt-4o
79,4269,OpenAI,gpt-4o
79,4270,OpenAI,gpt-4o
79,4271,OpenAI,gpt-4o
79,4256,OpenAI,gpt-4o
79,4257,OpenAI,gpt-4o
79,4262,OpenAI,gpt-4o
79,4266,OpenAI,gpt-4o
79,4268,OpenAI,gpt-4o
79,4241,OpenAI,gpt-4o
79,4242,OpenAI,gpt-4o
79,4244,OpenAI,gpt-4o
79,4246,OpenAI,gpt-4o
79,4247,OpenAI,gpt-4o
79,4213,OpenAI,gpt-4o
79,4216,OpenAI,gpt-4o
79,4228,OpenAI,gpt-4o
79,4237,OpenAI,gpt-4o
79,4238,OpenAI,gpt-4o
80,4273,OpenAI,gpt-4o
80,4275,OpenAI,gpt-4o
80,4276,OpenAI,gpt-4o
80,4280,OpenAI,gpt-4o
80,4560,OpenAI,gpt-4o
80,4285,OpenAI,gpt-4o
80,4290,OpenAI,gpt-4o
80,4291,OpenAI,gpt-4o
80,4293,OpenAI,gpt-4o
80,4296,OpenAI,gpt-4o
80,4278,OpenAI,gpt-4o
80,4283,OpenAI,gpt-4o
80,4287,OpenAI,gpt-4o
80,4294,OpenAI,gpt-4o
80,4295,OpenAI,gpt-4o
80,4277,OpenAI,gpt-4o
80,4279,OpenAI,gpt-4o
80,4282,OpenAI,gpt-4o
80,4288,OpenAI,gpt-4o
80,4289,OpenAI,gpt-4o
81,4272,OpenAI,gpt-4o
81,4274,OpenAI,gpt-4o
81,4286,OpenAI,gpt-4o
81,4298,OpenAI,gpt-4o
81,4311,OpenAI,gpt-4o
81,4299,OpenAI,gpt-4o
81,4301,OpenAI,gpt-4o
81,4561,OpenAI,gpt-4o
81,4562,OpenAI,gpt-4o
81,4563,OpenAI,gpt-4o
81,4284,OpenAI,gpt-4o
81,4302,OpenAI,gpt-4o
81,4303,OpenAI,gpt-4o
81,4564,OpenAI,gpt-4o
81,4565,OpenAI,gpt-4o
81,4281,OpenAI,gpt-4o
81,4292,OpenAI,gpt-4o
81,4297,OpenAI,gpt-4o
81,4304,OpenAI,gpt-4o
81,4566,OpenAI,gpt-4o
83,4310,OpenAI,gpt-4o
83,4312,OpenAI,gpt-4o
83,4314,OpenAI,gpt-4o
83,4363,OpenAI,gpt-4o
83,4364,OpenAI,gpt-4o
83,4300,OpenAI,gpt-4o
83,4315,OpenAI,gpt-4o
83,4316,OpenAI,gpt-4o
83,4368,OpenAI,gpt-4o
83,4374,OpenAI,gpt-4o
83,4305,OpenAI,gpt-4o
83,4308,OpenAI,gpt-4o
83,4309,OpenAI,gpt-4o
83,4317,OpenAI,gpt-4o
83,4324,OpenAI,gpt-4o
83,4306,OpenAI,gpt-4o
83,4307,OpenAI,gpt-4o
83,4313,OpenAI,gpt-4o
83,4330,OpenAI,gpt-4o
83,4353,OpenAI,gpt-4o
85,4371,OpenAI,gpt-4o
85,4373,OpenAI,gpt-4o
85,4390,OpenAI,gpt-4o
85,4393,OpenAI,gpt-4o
85,4396,OpenAI,gpt-4o
85,4375,OpenAI,gpt-4o
85,4384,OpenAI,gpt-4o
85,4385,OpenAI,gpt-4o
85,4389,OpenAI,gpt-4o
85,4391,OpenAI,gpt-4o
85,4343,OpenAI,gpt-4o
85,4359,OpenAI,gpt-4o
85,4360,OpenAI,gpt-4o
85,4361,OpenAI,gpt-4o
85,4365,OpenAI,gpt-4o
85,4354,OpenAI,gpt-4o
85,4355,OpenAI,gpt-4o
85,4356,OpenAI,gpt-4o
85,4357,OpenAI,gpt-4o
85,4358,OpenAI,gpt-4o
86,4397,OpenAI,gpt-4o
86,4422,OpenAI,gpt-4o
86,4428,OpenAI,gpt-4o
86,4436,OpenAI,gpt-4o
86,4437,OpenAI,gpt-4o
86,4402,OpenAI,gpt-4o
86,4426,OpenAI,gpt-4o
86,4433,OpenAI,gpt-4o
86,4435,OpenAI,gpt-4o
86,4438,OpenAI,gpt-4o
86,4366,OpenAI,gpt-4o
86,4367,OpenAI,gpt-4o
86,4369,OpenAI,gpt-4o
86,4392,OpenAI,gpt-4o
86,4395,OpenAI,gpt-4o
86,4362,OpenAI,gpt-4o
86,4370,OpenAI,gpt-4o
86,4372,OpenAI,gpt-4o
86,4377,OpenAI,gpt-4o
86,4378,OpenAI,gpt-4o
88,4448,OpenAI,gpt-4o
88,4451,OpenAI,gpt-4o
88,4453,OpenAI,gpt-4o
88,4454,OpenAI,gpt-4o
88,4455,OpenAI,gpt-4o
88,4439,OpenAI,gpt-4o
88,4440,OpenAI,gpt-4o
88,4452,OpenAI,gpt-4o
88,4459,OpenAI,gpt-4o
88,4462,OpenAI,gpt-4o
88,4398,OpenAI,gpt-4o
88,4412,OpenAI,gpt-4o
88,4413,OpenAI,gpt-4o
88,4414,OpenAI,gpt-4o
88,4417,OpenAI,gpt-4o
88,4379,OpenAI,gpt-4o
88,4383,OpenAI,gpt-4o
88,4394,OpenAI,gpt-4o
88,4401,OpenAI,gpt-4o
88,4404,OpenAI,gpt-4o
90,4460,OpenAI,gpt-4o
90,4463,OpenAI,gpt-4o
90,4470,OpenAI,gpt-4o
90,4492,OpenAI,gpt-4o
90,4493,OpenAI,gpt-4o
90,4464,OpenAI,gpt-4o
90,4465,OpenAI,gpt-4o
90,4469,OpenAI,gpt-4o
90,4473,OpenAI,gpt-4o
90,4475,OpenAI,gpt-4o
90,4424,OpenAI,gpt-4o
90,4427,OpenAI,gpt-4o
90,4432,OpenAI,gpt-4o
90,4443,OpenAI,gpt-4o
90,4444,OpenAI,gpt-4o
90,4410,OpenAI,gpt-4o
90,4415,OpenAI,gpt-4o
90,4418,OpenAI,gpt-4o
90,4429,OpenAI,gpt-4o
90,4430,OpenAI,gpt-4o
92,4495,OpenAI,gpt-4o
92,4496,OpenAI,gpt-4o
92,4497,OpenAI,gpt-4o
92,4500,OpenAI,gpt-4o
92,4502,OpenAI,gpt-4o
92,4486,OpenAI,gpt-4o
92,4489,OpenAI,gpt-4o
92,4490,OpenAI,gpt-4o
92,4491,OpenAI,gpt-4o
92,4494,OpenAI,gpt-4o
92,4445,OpenAI,gpt-4o
